,open,high,low,close,volume,edit_count,sentiment,neg_sentiment,tomorrow,target,close_ratio_2,edit_2,trend_2,close_ratio_7,edit_7,trend_7,close_ratio_60,edit_60,trend_60,close_ratio_365,edit_365,trend_365
2014-09-17 00:00:00+00:00,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,21056800,5.033333333333333,-0.2321914240726084,0.5327182327476445,424.44000244140625,0,1.0,5.033333333333333,,1.0,5.033333333333333,,1.0,5.033333333333333,,1.0,5.033333333333333,
2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200,5.066666666666666,-0.2327596301841984,0.5327182327476445,394.7959899902344,0,0.9626956433229618,5.05,0.0,0.9626956433229618,5.05,0.0,0.9626956433229618,5.05,0.0,0.9626956433229618,5.05,0.0
2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,5.2,-0.2354151750612508,0.5493848994143112,408.90399169921875,1,0.9638150511878963,5.133333333333333,0.0,0.9277892815712194,5.1000000000000005,0.0,0.9277892815712194,5.1000000000000005,0.0,0.9277892815712194,5.1000000000000005,0.0
2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,36863600,5.2,-0.233185202380841,0.5493848994143112,398.8210144042969,0,1.0175538161383655,5.2,0.5,0.9704189846562746,5.125,0.3333333333333333,0.9704189846562746,5.125,0.3333333333333333,0.9704189846562746,5.125,0.3333333333333333
2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,5.233333333333333,-0.2040174052127451,0.5327182327476445,402.1520080566406,1,0.9875168191912711,5.216666666666667,0.5,0.9567288023887137,5.1466666666666665,0.25,0.9567288023887137,5.1466666666666665,0.25,0.9567288023887137,5.1466666666666665,0.25
2014-09-22 00:00:00+00:00,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,5.233333333333333,-0.2040174052127451,0.5327182327476445,435.7909851074219,1,1.0041586839493164,5.233333333333333,0.5,0.9704256827074353,5.161111111111111,0.4,0.9704256827074353,5.161111111111111,0.4,0.9704256827074353,5.161111111111111,0.4
2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,5.3,-0.1878627320138862,0.5243848994143112,423.2049865722656,0,1.0401447083216973,5.266666666666667,1.0,1.0439043256814633,5.180952380952381,0.5,1.0439043256814633,5.180952380952381,0.5,1.0439043256814633,5.180952380952381,0.5
2014-09-24 00:00:00+00:00,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,30627700,5.233333333333333,-0.2118308679270993,0.5377182327476445,411.5740051269531,0,0.9853480121559296,5.266666666666667,0.5,1.025735153449389,5.20952380952381,0.42857142857142855,1.0120154190330546,5.1875,0.42857142857142855,1.0120154190330546,5.1875,0.42857142857142855
2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,4.633333333333334,-0.1973183604278889,0.5297817248111366,404.42498779296875,0,0.9860669931071968,4.933333333333334,0.0,1.0020085450064182,5.147619047619047,0.42857142857142855,0.9859327354194889,5.125925925925926,0.375,0.9859327354194889,5.125925925925926,0.375
2014-09-26 00:00:00+00:00,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,21460800,4.3,-0.1783064894078897,0.50311505814447,399.5199890136719,0,0.9912389385329965,4.466666666666667,0.0,0.9813173462788616,5.019047619047619,0.42857142857142855,0.9718385817833839,5.043333333333334,0.3333333333333333,0.9718385817833839,5.043333333333334,0.3333333333333333
2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,3.533333333333333,-0.1689843023815479,0.4971150581444699,377.1809997558594,0,0.9938988377055603,3.9166666666666665,0.0,0.9725792444153554,4.780952380952381,0.2857142857142857,0.9635510892537739,4.906060606060606,0.3,0.9635510892537739,4.906060606060606,0.3
2014-09-28 00:00:00+00:00,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,23613300,3.4,-0.1843414098023103,0.4887817248111366,375.4670104980469,0,0.9712386238966909,3.466666666666667,0.0,0.9251603568159039,4.519047619047619,0.2857142857142857,0.9165737039447661,4.780555555555556,0.2727272727272727,0.9165737039447661,4.780555555555556,0.2727272727272727
2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,4.466666666666667,-0.2119113966971876,0.5029231389525507,386.9440002441406,1,0.9977227213325996,3.9333333333333336,0.0,0.9296489473996226,4.40952380952381,0.14285714285714285,0.9185979305840349,4.756410256410256,0.25,0.9185979305840349,4.756410256410256,0.25
2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,4.766666666666667,-0.2369483973822147,0.5164079874373992,383.614990234375,0,1.0150535466885784,4.616666666666667,0.5,0.974909989424632,4.333333333333334,0.14285714285714285,0.9502964127883572,4.757142857142857,0.3076923076923077,0.9502964127883572,4.757142857142857,0.3076923076923077
2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,5.166666666666667,-0.2503951903423817,0.5235508445802564,375.0719909667969,0,0.9956797467151758,4.966666666666667,0.5,0.9804941964389633,4.3238095238095235,0.14285714285714285,0.9457700593745527,4.7844444444444445,0.2857142857142857,0.9457700593745527,4.7844444444444445,0.2857142857142857
2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,4.833333333333333,-0.2273778231184831,0.5124397334691453,359.5119934082031,0,0.9887397576612523,5.0,0.0,0.9716085592340067,4.352380952380953,0.14285714285714285,0.9290800399485188,4.7875,0.26666666666666666,0.9290800399485188,4.7875,0.26666666666666666
2014-10-03 00:00:00+00:00,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,30901200,4.8,-0.2138800853115423,0.5045032255326373,328.8659973144531,0,0.9788179460898095,4.816666666666666,0.0,0.9470415688513019,4.423809523809524,0.14285714285714285,0.896308155407296,4.788235294117648,0.25,0.896308155407296,4.788235294117648,0.25
2014-10-04 00:00:00+00:00,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,47236500,4.8,-0.1690129412831965,0.471169892199304,320.510009765625,0,0.9554808600699479,4.8,0.0,0.8899757474010961,4.604761904761905,0.14285714285714285,0.8281901968812362,4.788888888888889,0.23529411764705882,0.8281901968812362,4.788888888888889,0.23529411764705882
2014-10-05 00:00:00+00:00,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,5.166666666666667,-0.1817303267077045,0.4775190985485104,330.0790100097656,1,0.9871322816708291,4.983333333333333,0.0,0.8867914980837569,4.857142857142857,0.14285714285714285,0.8154238112683025,4.8087719298245615,0.2222222222222222,0.8154238112683025,4.8087719298245615,0.2222222222222222
2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800,5.233333333333333,-0.1906265761079493,0.4819635429929548,336.18701171875,1,1.0147082104881577,5.2,0.5,0.9299504698790855,4.966666666666667,0.2857142857142857,0.8465509280358151,4.83,0.2631578947368421,0.8465509280358151,4.83,0.2631578947368421
2014-10-07 00:00:00+00:00,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,4.8,-0.2032562165609513,0.4873556998556999,352.94000244140625,1,1.0091675119393575,5.016666666666667,1.0,0.9669115931264106,4.971428571428571,0.2857142857142857,0.867910552122057,4.828571428571429,0.3,0.867910552122057,4.828571428571429,0.3
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,4.9,-0.1879198306949451,0.4790223665223665,365.0260009765625,1,1.0243104542100605,4.85,1.0,1.0280521616178526,4.933333333333333,0.42857142857142855,0.9148549057540796,4.831818181818182,0.3333333333333333,0.9148549057540796,4.831818181818182,0.3333333333333333
2014-10-09 00:00:00+00:00,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,5.033333333333333,-0.2168861830385044,0.4956890331890332,361.56201171875,0,1.0168336640977698,4.966666666666667,1.0,1.0677199553157328,4.961904761904762,0.5714285714285714,0.9484021301931524,4.840579710144928,0.36363636363636365,0.9484021301931524,4.840579710144928,0.36363636363636365
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,5.133333333333334,-0.2501501157036935,0.5123556998556998,362.29901123046875,1,0.9952325262772191,5.083333333333334,0.5,1.056682421537933,5.00952380952381,0.5714285714285714,0.9417799863685907,4.852777777777778,0.34782608695652173,0.9417799863685907,4.852777777777778,0.34782608695652173
2014-10-11 00:00:00+00:00,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200,5.366666666666666,-0.2664326012001237,0.5361652236652237,378.54901123046875,1,1.001018150568069,5.25,0.5,1.0442600203454453,5.09047619047619,0.7142857142857143,0.9458297088574226,4.873333333333333,0.375,0.9458297088574226,4.873333333333333,0.375
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800,5.366666666666666,-0.2664326012001237,0.5361652236652237,390.41400146484375,1,1.0219343232448959,5.366666666666666,1.0,1.0656310861770484,5.1190476190476195,0.8571428571428571,0.9886992142442642,4.892307692307693,0.4,0.9886992142442642,4.892307692307693,0.4
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,5.9,-0.2650032247725503,0.5356601731601731,400.8699951171875,1,1.0154298581836683,5.633333333333333,1.0,1.0729967156223992,5.214285714285714,0.8571428571428571,1.018945336496418,4.92962962962963,0.4230769230769231,1.018945336496418,4.92962962962963,0.4230769230769231
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,6.466666666666667,-0.2501998735866104,0.5282527657527658,394.77301025390625,0,1.013213958196436,6.183333333333334,1.0,1.0744468763529915,5.452380952380953,0.8571428571428571,1.0445098074647448,4.984523809523809,0.4444444444444444,1.0445098074647448,4.984523809523809,0.4444444444444444
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,7.1,-0.2658061870521644,0.5358144941478274,382.5559997558594,0,0.9923370345467468,6.783333333333333,0.5,1.04142389975993,5.766666666666666,0.7142857142857143,1.0276091923322541,5.057471264367816,0.42857142857142855,1.0276091923322541,5.057471264367816,0.42857142857142855
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000,7.933333333333334,-0.277885351716115,0.5584811608144942,383.75799560546875,1,0.984283346767293,7.516666666666667,0.0,1.0025716579058588,6.180952380952381,0.5714285714285714,0.9959470203897768,5.153333333333333,0.41379310344827586,0.9959470203897768,5.153333333333333,0.41379310344827586
2014-10-17 00:00:00+00:00,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700,8.266666666666667,-0.2903351926335887,0.564433541766875,391.4419860839844,1,1.0015685422123115,8.100000000000001,0.5,0.9974331625624844,6.628571428571428,0.7142857142857143,0.9991060688607467,5.253763440860215,0.43333333333333335,0.9991060688607467,5.253763440860215,0.43333333333333335
2014-10-18 00:00:00+00:00,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800,8.2,-0.2575860295225378,0.5311002084335418,389.5459899902344,0,1.0099122686532698,8.233333333333334,1.0,1.0065134258703847,7.033333333333333,0.7142857142857143,1.018502905661283,5.345833333333333,0.45161290322580644,1.018502905661283,5.345833333333333,0.45161290322580644
2014-10-19 00:00:00+00:00,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,8.533333333333333,-0.2870631103672353,0.5477668751002085,382.8450012207031,0,0.9975723107757938,8.366666666666667,0.5,0.9976084193873512,7.485714285714286,0.5714285714285714,1.0131530544477947,5.442424242424242,0.4375,1.0131530544477947,5.442424242424242,0.4375
2014-10-20 00:00:00+00:00,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,8.9,-0.3049171442744898,0.5567412340745673,386.4750061035156,1,0.9913243566460743,8.716666666666667,0.0,0.9831700278259804,7.914285714285714,0.42857142857142855,0.9958499679959392,5.544117647058823,0.42424242424242425,0.9958499679959392,5.544117647058823,0.42424242424242425
